Date,MA25_slope
2023-01-04,
2023-01-05,
2023-01-06,
2023-01-09,
2023-01-10,
2023-01-11,
2023-01-12,
2023-01-13,
2023-01-17,
2023-01-18,
2023-01-19,
2023-01-20,
2023-01-23,
2023-01-24,
2023-01-25,
2023-01-26,
2023-01-27,
2023-01-30,
2023-01-31,
2023-02-01,
2023-02-02,
2023-02-03,
2023-02-06,
2023-02-07,
2023-02-08,
2023-02-09,
2023-02-10,-3.3125000762939414
2023-02-13,-3.3849334208170703
2023-02-14,-3.7789669291178476
2023-02-15,-3.484133300781257
2023-02-16,-3.2487664794921804
2023-02-17,-3.2328332265218003
2023-02-21,-2.8411330413818425
2023-02-22,-2.8464667510986437
2023-02-23,-2.8580670166015616
2023-02-24,-2.90730026245118
2023-02-27,-2.7486669413248754
2023-02-28,-2.417333577473959
2023-03-01,-2.1265668233235737
2023-03-02,-1.7104664103190146
2023-03-03,-1.0216331481933594
2023-03-06,-0.7080668640136617
2023-03-07,-0.6713000488281343
2023-03-08,0.013966827392576894
2023-03-09,0.5217335001627603
2023-03-10,0.6410666910807284
2023-03-13,0.5260333251953165
2023-03-14,0.5412000528971461
2023-03-15,0.6531664021809741
2023-03-16,0.934833119710286
2023-03-17,0.9053000895182398
2023-03-20,0.09869990030924924
2023-03-21,0.2348667399088574
2023-03-22,0.9071669514973971
2023-03-23,0.6698331705729123
2023-03-24,0.5556997680664063
2023-03-27,0.5138332112630172
2023-03-28,0.2760997009277304
2023-03-29,0.32930013020833826
2023-03-30,-0.1545664978027356
2023-03-31,-0.013200073242176794
2023-04-03,0.584200134277341
2023-04-04,0.646533457438134
2023-04-05,0.45073323567710116
2023-04-06,0.3652332051595077
2023-04-10,0.43030003865558797
2023-04-11,0.29983373006187247
2023-04-12,0.09316711425782387
2023-04-13,-0.35143330891928315
2023-04-14,-0.5534331766764069
2023-04-17,-0.5153331502278675
2023-04-18,-0.17993342081707198
2023-04-19,0.4389664204915391
2023-04-20,0.7843998718261768
2023-04-21,0.7212334696451966
2023-04-24,0.7274667358398451
2023-04-25,1.3877667744954298
2023-04-26,1.5767998250325472
2023-04-27,1.1322665405273422
2023-04-28,1.1099001566568987
2023-05-01,1.2135666910807241
2023-05-02,1.1976666768391766
2023-05-03,1.2403335571288991
2023-05-04,1.1368334960937527
2023-05-05,1.226433614095053
2023-05-08,1.265900522867824
2023-05-09,0.9950337219238369
2023-05-10,0.7322002156575564
2023-05-11,0.5714667765299405
2023-05-12,0.7098998006184823
2023-05-15,0.8174994913736976
2023-05-16,0.5382662963867114
2023-05-17,0.2823330688476749
2023-05-18,0.30746658325195614
2023-05-19,0.045533345540349046
2023-05-22,-0.08526687622070028
2023-05-23,-0.010266774495448772
2023-05-24,-0.4565998331705643
2023-05-25,-1.0202331542968845
2023-05-26,-1.340533294677731
2023-05-30,-1.6374332173665305
2023-05-31,-1.9560666402180946
2023-06-01,-2.187633412679034
2023-06-02,-2.1210333760579445
2023-06-05,-2.2380666097005197
2023-06-06,-2.4621001180013096
2023-06-07,-2.756300252278637
2023-06-08,-3.1937332153320455
2023-06-09,-3.265400034586584
2023-06-12,-3.31996668497721
2023-06-13,-3.515966949462881
2023-06-14,-3.4987336730956904
2023-06-15,-3.455433400472001
2023-06-16,-3.9468005879720067
2023-06-20,-4.035033416748054
2023-06-21,-3.8306324768066418
2023-06-22,-3.6951330566406404
2023-06-23,-2.8671335856119833
2023-06-26,-2.6316669209798156
2023-06-27,-2.753966725667335
2023-06-28,-2.749199778238927
2023-06-29,-2.9715997823079334
2023-06-30,-3.5283333333333453
2023-07-03,-3.794567108154292
2023-07-05,-3.2899337259928436
2023-07-06,-2.8992001342773364
2023-07-07,-2.6564328511555977
2023-07-10,-2.3349664306640485
2023-07-11,-2.1757333374023298
2023-07-12,-2.2138663228353104
2023-07-13,-2.279666544596367
2023-07-14,-2.269266713460278
2023-07-17,-2.1099334716796534
2023-07-18,-1.9096002197265467
2023-07-19,-0.890566965738941
2023-07-20,0.008833770751962788
2023-07-21,-0.35266632080077426
2023-07-24,-0.4405666097005394
2023-07-25,0.15643376668290424
2023-07-26,0.34506647745769686
2023-07-27,0.04723251342775825
2023-07-28,-0.24116668701172253
2023-07-31,-0.7007330830892092
2023-08-01,-0.5117666117350174
2023-08-02,-0.10826690673828902
2023-08-03,-0.0083337402343678
2023-08-04,0.23559982299806373
2023-08-07,0.7971666971842429
2023-08-08,1.5045004272460953
2023-08-09,1.461767120361344
2023-08-10,1.2357335917155012
2023-08-11,1.211266377766923
2023-08-14,1.295299886067686
2023-08-15,1.6466997273762967
2023-08-16,2.109232788085935
2023-08-17,2.5549998474121005
2023-08-18,2.520333506266281
2023-08-21,2.3815333048502416
2023-08-22,2.366300048828137
2023-08-23,1.7641336059570303
2023-08-24,0.9846331787109293
2023-08-25,1.069099578857421
2023-08-28,0.7983332316080691
2023-08-29,0.2699337259928261
2023-08-30,0.020100708007814678
2023-08-31,0.3834339396158839
2023-09-01,0.7327001444498791
2023-09-05,0.3886002604166568
2023-09-06,0.20210006713866355
2023-09-07,0.34883331298828324
2023-09-08,-0.16296610514322177
2023-09-11,-0.7982333882649778
2023-09-12,-0.6994668070475333
2023-09-13,-1.1435664876302145
2023-09-14,-1.32023391723632
2023-09-15,-1.0039005025227894
2023-09-18,-0.956366882324223
2023-09-19,-1.139533233642588
2023-09-20,-1.2190328470865832
2023-09-21,-1.0972999064127436
2023-09-22,-1.190600128173834
2023-09-25,-0.9246999104817775
2023-09-26,-0.33343317667642935
2023-09-27,-0.2826333618164014
2023-09-28,-0.6252669270833214
2023-09-29,-0.7170004272460773
2023-10-02,-0.40293329874675027
2023-10-03,-0.2189000447591146
2023-10-04,-0.1325001017252513
2023-10-05,-0.06853337605796621
2023-10-06,-0.364967397054059
2023-10-09,-0.4633672078450341
2023-10-10,-0.35119990030923987
2023-10-11,-0.3979995727539034
2023-10-12,-0.2619662984212141
2023-10-13,0.3800997924804695
2023-10-16,0.6667665100097508
2023-10-17,0.7105333455403459
2023-10-18,1.722733357747413
2023-10-19,2.488300425211596
2023-10-20,2.344300130208346
2023-10-23,2.0322998046875065
2023-10-24,1.9930331929524645
2023-10-25,2.044033355712893
2023-10-26,1.7094667561849046
2023-10-27,1.7241668192545394
2023-10-30,1.9265000915527277
2023-10-31,1.5644665018717632
2023-11-01,1.218100179036443
2023-11-02,1.1324667867024683
2023-11-03,1.2863665262858082
2023-11-06,1.0915001932780015
2023-11-07,1.2046669006347628
2023-11-08,1.8453665161132757
2023-11-09,1.9887998962402402
2023-11-10,1.65533365885418
2023-11-13,1.2305332946777365
2023-11-14,0.8775996398925704
2023-11-15,0.9165998840331966
2023-11-16,0.8540998331705651
2023-11-17,0.6901662699381413
2023-11-20,0.6616667683919175
2023-11-21,0.5061999003092552
2023-11-22,-0.1255002848307356
2023-11-24,-0.8327997843424555
2023-11-27,-1.2271665954589774
2023-11-28,-1.2802332051595091
2023-11-29,-1.0641666158040384
2023-11-30,-1.2307002766927109
2023-12-01,-1.2014334615071505
2023-12-04,-1.3862666320800845
2023-12-05,-1.6465666707356685
2023-12-06,-1.539599863688153
2023-12-07,-1.2595332845052383
2023-12-08,-0.8701667277018146
2023-12-11,-0.7339997355143026
2023-12-12,-0.6507664489746219
2023-12-13,-0.8703000895182219
2023-12-14,-1.5089334615071668
2023-12-15,-1.680666961669921
2023-12-18,-1.4777667236328114
2023-12-19,-0.845299733479834
2023-12-20,-0.324233347574868
2023-12-21,-0.6074334208170479
2023-12-22,-0.8377328491210889
2023-12-26,-1.0203995259603076
2023-12-27,-0.7605332438150944
2023-12-28,-0.48313298543293354
2023-12-29,-0.5877664693196559
2024-01-02,
2024-01-03,
