Date,MA25
2023-01-04,
2023-01-05,
2023-01-06,
2023-01-09,
2023-01-10,
2023-01-11,
2023-01-12,
2023-01-13,
2023-01-17,
2023-01-18,
2023-01-19,
2023-01-20,
2023-01-23,
2023-01-24,
2023-01-25,
2023-01-26,
2023-01-27,
2023-01-30,
2023-01-31,
2023-02-01,
2023-02-02,
2023-02-03,
2023-02-06,
2023-02-07,
2023-02-08,149.13359893798827
2023-02-09,152.8807992553711
2023-02-10,156.3427993774414
2023-02-13,159.60599945068358
2023-02-14,163.18519958496094
2023-02-15,167.00079986572266
2023-02-16,170.15359954833986
2023-02-17,173.54359954833984
2023-02-21,176.54239929199218
2023-02-22,179.3171990966797
2023-02-23,182.24879943847657
2023-02-24,185.03719970703125
2023-02-27,188.00559997558594
2023-02-28,190.48400024414062
2023-03-01,192.83920043945312
2023-03-02,194.69800048828125
2023-03-03,196.19880004882813
2023-03-06,196.8352001953125
2023-03-07,197.6772003173828
2023-03-08,198.0284002685547
2023-03-09,197.6888000488281
2023-03-10,197.09559997558594
2023-03-13,196.47559997558594
2023-03-14,196.01559997558593
2023-03-15,195.36119995117187
2023-03-16,194.67480041503907
2023-03-17,193.5872003173828
2023-03-20,193.04160034179688
2023-03-21,193.15920043945312
2023-03-22,192.4352001953125
2023-03-23,191.55440002441406
2023-03-24,191.08920043945312
2023-03-27,190.42920043945313
2023-03-28,190.10200073242189
2023-03-29,189.8228009033203
2023-03-30,189.55120056152344
2023-03-31,189.97440063476563
2023-04-03,189.46000061035156
2023-04-04,188.93480041503906
2023-04-05,188.24480041503907
2023-04-06,188.01120056152342
2023-04-10,187.48000061035157
2023-04-11,187.19920043945314
2023-04-12,186.91239990234374
2023-04-13,187.06839965820313
2023-04-14,187.55159973144532
2023-04-17,188.09559936523436
2023-04-18,188.48879943847658
2023-04-19,188.38199951171876
2023-04-20,187.68359985351563
2023-04-21,186.92159973144533
2023-04-24,186.2183996582031
2023-04-25,185.31519958496094
2023-04-26,183.56199951171874
2023-04-27,182.32359985351562
2023-04-28,181.20719970703124
2023-05-01,180.06399963378905
2023-05-02,178.80399963378906
2023-05-03,177.66079956054688
2023-05-04,176.35359924316407
2023-05-05,175.34479919433593
2023-05-08,173.91799865722658
2023-05-09,172.8931982421875
2023-05-10,171.9315979003906
2023-05-11,171.39399780273436
2023-05-12,170.71079772949219
2023-05-15,169.98439819335937
2023-05-16,169.1735986328125
2023-05-17,168.90639892578125
2023-05-18,168.5459991455078
2023-05-19,168.35159912109376
2023-05-22,168.42479919433595
2023-05-23,168.48319946289064
2023-05-24,168.57559936523438
2023-05-25,169.43479919433594
2023-05-26,170.55839904785157
2023-05-30,172.1027990722656
2023-05-31,173.83319885253906
2023-06-01,175.9839990234375
2023-06-02,178.13519897460938
2023-06-05,180.2671990966797
2023-06-06,182.64639892578126
2023-06-07,185.21679931640625
2023-06-08,188.18679931640625
2023-06-09,191.51479919433595
2023-06-12,194.70559936523438
2023-06-13,198.1823992919922
2023-06-14,201.68799987792968
2023-06-15,205.18239990234375
2023-06-16,208.72080017089843
2023-06-20,212.9796008300781
2023-06-21,216.70400024414062
2023-06-22,220.62759948730468
2023-06-23,223.93719970703125
2023-06-26,226.50359985351562
2023-06-27,229.30640014648438
2023-06-28,232.00119995117188
2023-06-29,234.87039978027343
2023-06-30,238.02519958496094
2023-07-03,241.83919982910157
2023-07-05,245.41160034179688
2023-07-06,248.4268005371094
2023-07-07,251.24680053710938
2023-07-10,253.73039978027344
2023-07-11,255.96320007324218
2023-07-12,258.1383996582031
2023-07-13,260.40199951171877
2023-07-14,262.6743994140625
2023-07-17,264.89519958496095
2023-07-18,266.85279968261716
2023-07-19,268.51
2023-07-20,268.67760009765624
2023-07-21,268.8067993164062
2023-07-24,269.3331994628906
2023-07-25,269.5227990722656
2023-07-26,269.118798828125
2023-07-27,268.96879943847654
2023-07-28,269.0420001220703
2023-07-31,269.47519958496093
2023-08-01,270.2759997558594
2023-08-02,270.43199951171874
2023-08-03,270.5552001953125
2023-08-04,270.40960021972654
2023-08-07,269.9968005371094
2023-08-08,268.7920001220703
2023-08-09,267.18039978027343
2023-08-10,265.93239929199217
2023-08-11,264.6611993408203
2023-08-14,263.4671997070312
2023-08-15,261.9939996337891
2023-08-16,260.1384002685547
2023-08-17,257.79120056152345
2023-08-18,255.1556005859375
2023-08-21,252.79160034179688
2023-08-22,250.3856005859375
2023-08-23,248.20960021972655
2023-08-24,246.8952001953125
2023-08-25,246.03800048828126
2023-08-28,244.82840087890625
2023-08-29,244.50440063476563
2023-08-30,244.20640014648438
2023-08-31,244.30119934082032
2023-09-01,243.4439990234375
2023-09-05,243.00639892578124
2023-09-06,242.64039855957031
2023-09-07,242.5355987548828
2023-09-08,242.10279846191406
2023-09-11,242.89159790039062
2023-09-12,243.53279846191407
2023-09-13,244.39679809570313
2023-09-14,245.75079833984375
2023-09-15,246.9127990722656
2023-09-18,247.81799926757813
2023-09-19,248.8875994873047
2023-09-20,250.07279907226564
2023-09-21,251.27679870605468
2023-09-22,252.30319885253905
2023-09-25,253.56319885253907
2023-09-26,254.0767987060547
2023-09-27,254.36919860839845
2023-09-28,254.74999877929687
2023-09-29,255.55719909667968
2023-10-02,256.07759948730467
2023-10-03,256.3859991455078
2023-10-04,256.5451995849609
2023-10-05,256.6711993408203
2023-10-06,256.7691998291016
2023-10-09,257.3556005859375
2023-10-10,257.64080078125
2023-10-11,258.0836004638672
2023-10-12,258.3788000488281
2023-10-13,258.4835998535156
2023-10-16,257.6972003173828
2023-10-17,257.19200012207034
2023-10-18,256.0472003173828
2023-10-19,253.81
2023-10-20,251.31399963378905
2023-10-23,249.18599975585937
2023-10-24,247.1867999267578
2023-10-25,245.18
2023-10-26,243.18239990234375
2023-10-27,241.67919982910155
2023-10-30,239.69399963378908
2023-10-31,237.96279968261717
2023-11-01,236.56919982910156
2023-11-02,235.4543994140625
2023-11-03,234.24399963378906
2023-11-06,232.95079956054687
2023-11-07,231.97679931640624
2023-11-08,230.41479919433593
2023-11-09,228.41199951171876
2023-11-10,226.57679931640624
2023-11-13,225.13839904785155
2023-11-14,224.08999938964843
2023-11-15,223.28399963378905
2023-11-16,222.27279968261718
2023-11-17,221.6
2023-11-20,220.8672003173828
2023-11-21,220.32119995117188
2023-11-22,219.9824005126953
2023-11-24,220.59600036621094
2023-11-27,221.55960021972658
2023-11-28,222.9452001953125
2023-11-29,224.05
2023-11-30,225.15640014648437
2023-12-01,226.47920043945314
2023-12-04,227.610400390625
2023-12-05,229.26480041503908
2023-12-06,230.80600036621092
2023-12-07,232.2852001953125
2023-12-08,233.2984002685547
2023-12-11,234.08960021972655
2023-12-12,234.79919982910155
2023-12-13,235.4835998535156
2023-12-14,236.64119995117187
2023-12-15,238.3820001220703
2023-12-18,239.87920043945311
2023-12-19,241.21960021972657
2023-12-20,241.60880004882813
2023-12-21,242.0752001953125
2023-12-22,242.83320007324218
2023-12-26,243.7255993652344
2023-12-27,244.75919921875
2023-12-28,245.23839904785157
2023-12-29,245.80919860839845
2024-01-02,246.32799865722657
2024-01-03,246.42279846191406
