Date,MA50_slope
2023-06-09,-1.0642832692464452
2023-06-12,-1.0467665354410893
2023-06-13,-1.1250332132975178
2023-06-14,-1.2518499755859551
2023-06-15,-1.3616165924072305
2023-06-16,-1.6876669057210332
2023-06-20,-1.662566808064786
2023-06-21,-1.5065664927164732
2023-06-22,-1.578433380126955
2023-06-23,-1.2924002583821543
2023-06-26,-1.1621001688639392
2023-06-27,-1.3542166900634929
2023-06-28,-1.4172333272298232
2023-06-29,-1.4909332784016815
2023-06-30,-1.9924665832519561
2023-07-03,-2.4074001312255695
2023-07-05,-2.3152335103352875
2023-07-06,-2.268316675821952
2023-07-07,-2.3062497456868463
2023-07-10,-2.261299921671551
2023-07-11,-2.148383356730148
2023-07-12,-2.2259664662679057
2023-07-13,-2.3708833312988395
2023-07-14,-2.5127834828694566
2023-07-17,-2.6518333435058588
2023-07-18,-2.5875001271565736
2023-07-19,-2.105266825358074
2023-07-20,-1.7535665893554768
2023-07-21,-1.9256999969482418
2023-07-24,-1.9480000050862525
2023-07-25,-1.8951834106445204
2023-07-26,-1.8449834696451883
2023-07-27,-1.8916999816894606
2023-07-28,-1.9681498718261636
2023-07-31,-1.7839333343505857
2023-08-01,-1.5717167663574283
2023-08-02,-1.431116816202793
2023-08-03,-1.378766759236638
2023-08-04,-1.3679999796549538
2023-08-07,-1.3655833180745607
2023-08-08,-1.1450333404541055
2023-08-09,-0.9140833028157781
2023-08-10,-0.8317332712809152
2023-08-11,-0.7225832366943289
2023-08-14,-0.5198332722981812
2023-08-15,-0.2645168050130072
2023-08-16,-0.052316767374686414
2023-08-17,0.13766665140786452
2023-08-18,0.12553339640300956
2023-08-21,0.13579991658531299
2023-08-22,0.22834991455077613
2023-08-23,0.4367833201090339
2023-08-24,0.4967334747314472
2023-08-25,0.358216629028315
2023-08-28,0.1788833109537554
2023-08-29,0.21318374633787585
2023-08-30,0.18258359273276406
2023-08-31,0.21533322652183054
2023-09-01,0.2457667287190759
2023-09-05,-0.15606641133625487
2023-09-06,-0.15483327229819585
2023-09-07,0.12028320312498882
2023-09-08,-0.0856499226887782
2023-09-11,-0.2813167826334488
2023-09-12,0.04884994506837378
2023-09-13,0.18046696980793323
2023-09-14,0.0707666015624729
2023-09-15,0.11591654459637368
2023-09-18,0.12744974772137616
2023-09-19,0.07788332621255023
2023-09-20,0.21383344014484607
2023-09-21,0.5059664408365853
2023-09-22,0.6821998596191511
2023-09-25,0.7978167978922599
2023-09-26,1.0240500640869072
2023-09-27,1.0418333435058404
2023-09-28,0.5694333394368366
2023-09-29,0.1338163757324177
2023-10-02,0.33308314005533646
2023-10-03,0.28971659342447725
2023-10-04,0.0687168121337957
2023-10-05,-0.02421633402506747
2023-10-06,0.009233271280931396
2023-10-09,0.13466646830240356
2023-10-10,0.018700180053699
2023-10-11,-0.09794975280761993
2023-10-12,0.043433507283535754
2023-10-13,0.10856684366861202
2023-10-16,-0.06573343912759573
2023-10-17,0.005533269246434713
2023-10-18,0.289583435058591
2023-10-19,0.5840332539876177
2023-10-20,0.6701998138427877
2023-10-23,0.5379664611816514
2023-10-24,0.42674997965493827
2023-10-25,0.4125002543131468
2023-10-26,0.30608342488607104
2023-10-27,0.2667833455403539
2023-10-30,0.5009000905354833
2023-10-31,0.6155166625976776
2023-11-01,0.4677334086100302
2023-11-02,0.2535999298095651
2023-11-03,0.2846830495198655
2023-11-06,0.3442834472656268
2023-11-07,0.4928834279378336
2023-11-08,0.856433207194011
2023-11-09,0.9601332600911666
2023-11-10,0.6451831309000605
2023-11-13,0.38358304341633226
2023-11-14,0.2631998697916747
2023-11-15,0.25930015563965725
2023-11-16,0.29606676737466603
2023-11-17,0.5351330312093125
2023-11-20,0.6642166392008543
2023-11-21,0.6083666229247816
2023-11-22,0.7986165364583186
2023-11-24,0.8277503204345985
2023-11-27,0.5585667673746665
2023-11-28,0.3760332997639703
2023-11-29,0.46443328857421307
2023-11-30,0.40666653951010073
2023-12-01,0.2540166473388676
2023-12-04,0.16895009358723692
2023-12-05,0.13996671040852013
2023-12-06,0.012433319091795644
2023-12-07,-0.020716552734396505
2023-12-08,0.13115002950033747
2023-12-11,0.27618339538573383
2023-12-12,0.22036687215170994
2023-12-13,0.1671834055582598
2023-12-14,0.1682165273030544
2023-12-15,0.15406646728516904
2023-12-18,0.08878346761066543
2023-12-19,0.19261678059895124
2023-12-20,0.27668314615885237
2023-12-21,0.15458323160806486
2023-12-22,0.008183492024727457
2023-12-26,-0.16511662801106533
2023-12-27,-0.049433237711589584
2023-12-28,
2023-12-29,
