Date,MA50
2023-01-04,
2023-01-05,
2023-01-06,
2023-01-09,
2023-01-10,
2023-01-11,
2023-01-12,
2023-01-13,
2023-01-17,
2023-01-18,
2023-01-19,
2023-01-20,
2023-01-23,
2023-01-24,
2023-01-25,
2023-01-26,
2023-01-27,
2023-01-30,
2023-01-31,
2023-02-01,
2023-02-02,
2023-02-03,
2023-02-06,
2023-02-07,
2023-02-08,
2023-02-09,
2023-02-10,
2023-02-13,
2023-02-14,
2023-02-15,
2023-02-16,
2023-02-17,
2023-02-21,
2023-02-22,
2023-02-23,
2023-02-24,
2023-02-27,
2023-02-28,
2023-03-01,
2023-03-02,
2023-03-03,
2023-03-06,
2023-03-07,
2023-03-08,
2023-03-09,
2023-03-10,
2023-03-13,
2023-03-14,
2023-03-15,
2023-03-16,171.90419967651368
2023-03-17,173.23399978637696
2023-03-20,174.69219985961914
2023-03-21,176.38259994506836
2023-03-22,177.81019989013672
2023-03-23,179.27759994506835
2023-03-24,180.6213999938965
2023-03-27,181.9863999938965
2023-03-28,183.32220001220702
2023-03-29,184.57
2023-03-30,185.9
2023-03-31,187.50580017089842
2023-04-03,188.73280029296876
2023-04-04,189.70940032958984
2023-04-05,190.54200042724608
2023-04-06,191.35460052490234
2023-04-10,191.83940032958984
2023-04-11,192.01720031738282
2023-04-12,192.29480010986327
2023-04-13,192.5483999633789
2023-04-14,192.62019989013672
2023-04-17,192.59559967041017
2023-04-18,192.48219970703124
2023-04-19,192.19879974365233
2023-04-20,191.52239990234375
2023-04-21,190.79820007324219
2023-04-24,189.90279998779297
2023-04-25,189.1783999633789
2023-04-26,188.36059997558593
2023-04-27,187.37940002441405
2023-04-28,186.38079986572265
2023-05-01,185.5766000366211
2023-05-02,184.6166000366211
2023-05-03,183.88140014648437
2023-05-04,183.08820007324218
2023-05-05,182.44799987792967
2023-05-08,181.9461996459961
2023-05-09,181.17659942626952
2023-05-10,180.43319915771485
2023-05-11,179.81939910888673
2023-05-12,179.3609991455078
2023-05-15,178.73219940185547
2023-05-16,178.18639953613283
2023-05-17,177.9093994140625
2023-05-18,177.80719940185546
2023-05-19,177.95159942626952
2023-05-22,178.26019927978516
2023-05-23,178.4859994506836
2023-05-24,178.47879943847656
2023-05-25,178.55919952392577
2023-05-26,178.73999938964843
2023-05-30,179.16059936523436
2023-05-31,179.57419921875
2023-06-01,179.77299926757811
2023-06-02,180.2293994140625
2023-06-05,180.73719940185546
2023-06-06,181.35519927978515
2023-06-07,182.01039947509764
2023-06-08,182.92379943847655
2023-06-09,183.93419921875
2023-06-12,185.02519927978517
2023-06-13,186.05019897460937
2023-06-14,187.29059906005858
2023-06-15,188.5569989013672
2023-06-16,190.0573989868164
2023-06-20,191.84519927978516
2023-06-21,193.34419921875
2023-06-22,194.9005990600586
2023-06-23,196.42179931640624
2023-06-26,197.52479949951172
2023-06-27,198.82899963378907
2023-06-28,200.21299957275392
2023-06-29,201.67679962158203
2023-06-30,203.30039947509766
2023-07-03,205.63699951171876
2023-07-05,207.9849996948242
2023-07-06,210.2647998046875
2023-07-07,212.53999969482422
2023-07-10,214.85719940185547
2023-07-11,217.04919952392578
2023-07-12,219.2027993774414
2023-07-13,221.52419921875
2023-07-14,223.9455993652344
2023-07-17,226.5409994506836
2023-07-18,229.18379943847657
2023-07-19,231.60779968261718
2023-07-20,233.42999969482423
2023-07-21,235.24739959716797
2023-07-24,237.2577996826172
2023-07-25,239.12179962158203
2023-07-26,241.04919982910155
2023-07-27,242.8363998413086
2023-07-28,244.8347998046875
2023-07-31,246.7061996459961
2023-08-01,248.3897998046875
2023-08-02,249.86919982910158
2023-08-03,251.27820007324217
2023-08-04,252.64
2023-08-07,254.01100006103516
2023-08-08,255.31559997558594
2023-08-09,256.29600006103516
2023-08-10,257.1795999145508
2023-08-11,257.95399993896484
2023-08-14,258.59879974365236
2023-08-15,258.9785998535156
2023-08-16,259.1383999633789
2023-08-17,259.0966000366211
2023-08-18,258.915
2023-08-21,258.8433999633789
2023-08-22,258.6192001342773
2023-08-23,258.3598001098633
2023-08-24,257.78640014648437
2023-08-25,257.4223999023437
2023-08-28,257.08080017089844
2023-08-29,257.01359985351564
2023-08-30,256.6625994873047
2023-08-31,256.63499938964844
2023-09-01,256.2429995727539
2023-09-05,256.2407992553711
2023-09-06,256.45819915771483
2023-09-07,256.4837991333008
2023-09-08,256.3289993286133
2023-09-11,256.6505990600586
2023-09-12,256.7647994995117
2023-09-13,256.5943991088867
2023-09-14,256.4655990600586
2023-09-15,256.4225991821289
2023-09-18,256.2395993041992
2023-09-19,256.17739959716795
2023-09-20,256.03339935302733
2023-09-21,255.7075994873047
2023-09-22,255.04719970703124
2023-09-25,254.35939971923827
2023-09-26,253.43419952392577
2023-09-27,252.37739959716797
2023-09-28,251.47979949951173
2023-09-29,251.2261996459961
2023-10-02,251.05779998779298
2023-10-03,250.60720001220704
2023-10-04,250.5248001098633
2023-10-05,250.43879974365234
2023-10-06,250.53519958496094
2023-10-09,250.3997998046875
2023-10-10,250.32359985351562
2023-10-11,250.36199951171875
2023-10-12,250.45719940185546
2023-10-13,250.29319915771484
2023-10-16,250.29439910888672
2023-10-17,250.36239929199218
2023-10-18,250.22199920654296
2023-10-19,249.78039916992188
2023-10-20,249.11339935302735
2023-10-23,248.50199951171874
2023-10-24,248.03719970703125
2023-10-25,247.62639953613282
2023-10-26,247.2295993041992
2023-10-27,246.99119934082032
2023-10-30,246.62859924316408
2023-10-31,246.01979919433595
2023-11-01,245.46919921875
2023-11-02,245.1021990966797
2023-11-03,244.90059936523437
2023-11-06,244.51419952392578
2023-11-07,244.18139923095703
2023-11-08,243.47999938964844
2023-11-09,242.54159942626953
2023-11-10,241.6729995727539
2023-11-13,241.24699981689454
2023-11-14,240.8654000854492
2023-11-15,240.68380004882812
2023-11-16,240.32579986572264
2023-11-17,240.04179992675782
2023-11-20,239.2822003173828
2023-11-21,238.75660003662108
2023-11-22,238.01480041503908
2023-11-24,237.20300018310547
2023-11-27,236.4367999267578
2023-11-28,236.06559997558594
2023-11-29,235.61839996337892
2023-11-30,235.1682000732422
2023-12-01,234.83080017089844
2023-12-04,234.64480010986327
2023-12-05,234.47940002441408
2023-12-06,234.38440002441405
2023-12-07,234.42720001220704
2023-12-08,234.3763998413086
2023-12-11,234.16679992675782
2023-12-12,233.87499969482423
2023-12-13,233.73019958496093
2023-12-14,233.5279995727539
2023-12-15,233.39699981689452
2023-12-18,233.22799987792968
2023-12-19,233.17899963378906
2023-12-20,232.84939971923828
2023-12-21,232.67959991455078
2023-12-22,232.5529998779297
2023-12-26,232.6627996826172
2023-12-27,232.8131997680664
2023-12-28,232.7797994995117
2023-12-29,232.89579956054686
2024-01-02,233.46199951171874
2024-01-03,233.99119934082032
